source,conditionName,sentence,newTagL1,newTagL2,newTagL3,reviewedTag
NHS,Haemochromatosis,"There's currently no cure for haemochromatosis, but there are treatments that can reduce the amount of iron in the body and reduce the risk of damage.",PERMANENT,,,PERMANENT
NHS,Haemophilia,"The symptoms of haemophilia can be mild to severe, depending on the level of clotting factors you have.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Haemophilia,"There's no cure for haemophilia, but treatment usually allows a person with the condition to enjoy a good quality of life.",PERMANENT,,,PERMANENT
NHS,Hair dye reactions,"A severe allergic reaction that develops within minutes is called anaphylaxis, or ""anaphylactic shock""",DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,DECLINE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hair loss,don't work for everyone,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Hair loss,last 6 to 9 months,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hair loss,last 3 to 4 years,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Hairy cell leukemia,"Hairy cell leukemia is considered a chronic disease because it may never completely disappear, although treatment can lead to a remission for years.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Hairy cell leukemia,a better idea of what to expect from treatment and life after treatment can make you feel more in control of your cancer.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Hairy cell leukemia,Having a better idea of what to expect from treatment and life after treatment can make you feel more in control of your cancer.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Hairy cell leukemia,people who receive cladribine experience a complete remission that can last for several years.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Hairy cell leukemia,Most people who receive cladribine experience a complete remission that can last for several years.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Hairy cell leukemia,"Most people experience partial remission with interferon, which is taken for a year.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Hairy cell leukemia,There is no cure for hairy cell leukemia.,PERMANENT,,,PERMANENT
MAYO,Hairy cell leukemia,"Though removing your spleen can't cure hairy cell leukemia, it can usually restore normal blood counts.",PERMANENT,,,PERMANENT
NHS,Hallucinations and hearing voices,The hallucinations should pass after a few minutes,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hallucinations and hearing voices,"Some people take cannabis to ""calm themselves"" and relieve their psychotic symptoms, without realising that in the longer term, the cannabis makes the psychosis worse.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Hallucinations and hearing voices,"The hallucinations usually last for about 12 to 18 months and can take the form of simple, repeated patterns or complex images of people, objects or landscapes.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Hamstring injury,Swelling and tenderness usually develop within a few hours.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Hamstring injury,"You may be more likely to get a hamstring injury if you play soccer, basketball, football, tennis or a similar sport that involves sprinting with sudden stops and starts.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hamstring injury,Your GP can also advise you about when you can return to your normal activities and what exercises you should do to aid your recovery in the meantime,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hamstring injury,"Recovering from a hamstring injury may take days, weeks or months, depending on how severe it is.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hamstring injury,"A minor muscle pull or strain (grade 1) may take a few days to heal, whereas it could take weeks or months to recover from a muscle tear (grade 2 or 3).",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Hamstring injury,A completely torn hamstring may take several months to heal and you'll be unable to resume training or play sport during this time.,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Hand tendon repair,"You may be able to go home on the same day, after you have recovered from any anaesthetic and arrangements have been made for your aftercare.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hand tendon repair,"If you had a regional or local anaesthetic, you'll be able to go back to the ward sooner, but your arm will be numb and floppy for several hours.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hand tendon repair,"If you live on your own and had a general anaesthetic, you may be advised to stay in hospital overnight.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hand tendon repair,"Depending on the location of the injury, it can take up to 3 months for the repaired tendon to regain its previous strength.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hand tendon repair,"Light activities can often be resumed after 6 to 8 weeks, and heavy activities and sport after 10 to 12 weeks",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hand tendon repair,"You won't be able to drive for several weeks after the operation, so you'll need to arrange for someone to pick you up and take you home from the hospital.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hand tendon repair,"The repaired tendon will usually be back to full strength after about 12 weeks, but it can take up to 6 months to regain the full range of movement.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hand tendon repair,"resume heavy activities, such as heavy lifting or building work, after 10 to 12 weeks",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hand tendon repair,resume sporting activities after 10 to 12 weeks,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,"Hand, foot and mouth disease","You're infectious from a few days before you have any symptoms, but you're most likely to give it to others in the first 5 days after symptoms start.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,"Hand, foot and mouth disease",It usually clears up by itself in 7 to 10 days,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,"Hand, foot and mouth disease",It usually gets better in 7 to 10 days,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,"Hand, foot and mouth disease","The symptoms are usually the same in adults and children, but can be much worse in adults.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,"Hand, foot and mouth disease","You cannot take antibiotics or medicines to cure hand, foot and mouth disease",PERMANENT,,,PERMANENT
MAYO,Hand-foot-and-mouth disease,Hand-foot-and-mouth disease is usually a minor illness causing only a few days of fever and relatively mild signs and symptoms.,DECLINE,FAST,FROM 1 DAY TO 1 WEEK,DECLINE FAST FROM 1 DAY TO 1 WEEK
MAYO,Hand-foot-and-mouth disease,Signs and symptoms of hand-foot-and-mouth disease usually clear up in seven to 10 days.,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Hand-foot-and-mouth disease,"Although your child is most contagious with hand-foot-and-mouth disease during the first week of the illness, the virus can remain in his or her body for weeks after the signs and symptoms are gone.",DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Hand-foot-and-mouth disease,"If you have the illness, stay home from work.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Hangovers,"However unpleasant, most hangovers go away on their own, though they can last up to 24 hours.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Hashimoto's disease,"Hashimoto's disease typically progresses slowly over years and causes chronic thyroid damage, leading to a drop in thyroid hormone levels in your blood.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Hashimoto's disease,"This rare, life-threatening condition can develop due to long-term severe hypothyroidism as a result of untreated Hashimoto's disease.",PERMANENT,,,PERMANENT
MAYO,Hay fever,But you don't have to put up with annoying symptoms.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hay fever,"Hay fever will last for weeks or months, unlike a cold, which usually goes away after 1 to 2 weeks.",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Hay fever,There's currently no cure for hay fever and you cannot prevent it.,PERMANENT,,,PERMANENT
NHS,Head injury and concussion,You do not usually need to go to hospital and should make a full recovery within 2 weeks,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Head injury and concussion,"Symptoms usually start within 24 hours, but sometimes may not appear for up to 3 weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Head injury and concussion,"It's normal to have symptoms such as a slight headache, or feeling sick or dazed, for up to 2 weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Head lice,Malathion can be reapplied seven to nine days after the first treatment if necessary.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Head lice,"Therefore, an appropriately timed second treatment is usually necessary to kill nymphs after they hatch but before they become adult lice.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Head lice and nits,"There may be instructions on the pack, but usually you:",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Head lice and nits,"It usually takes about 10 minutes to comb short hair, and 20 to 30 minutes for long, frizzy or curly hair.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Head lice and nits,Head lice should die within a day,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Headaches,Headaches can last between 30 minutes and several hours.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Headaches in children,"Children get the same types of headaches adults do, but their symptoms may be a little different.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Headaches in children,Tension-type headaches can last from 30 minutes to several days.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Hearing loss,"""If you can wear hearing protection, especially designed hearing protection typically for hunting, where you can reduce the loud noise exposure but still hear the environment around you, that can really prevent long-term damage.""",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Hearing loss,LIFE IN VIEW/SCIENCE PHOTO LIBRARY,PERMANENT,,,PERMANENT
NHS,Hearing tests for children,Visual reinforcement audiometry (VRA) is usually used to test hearing in children from approximately 6 months of age up to 2,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Hearing tests for children,From 9 months to 2,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
MAYO,Heart arrhythmias,"Atrial fibrillation may be temporary, but some episodes won't end unless treated.
Atrial",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Heart arrhythmias,"If the signal is completely blocked, certain cells in the AV node or ventricles can make a steady, although usually slower, heartbeat.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Heart arrhythmias,"This serious problem is fatal if the heart isn't restored to a normal rhythm within minutes.
Most",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Heart arrhythmias,This serious problem is fatal if the heart isn't restored to a normal rhythm within minutes.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Heart attack,likely remain in the hospital for several days after blood flow to your heart is restored and your condition is stable.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Heart attack,"Many people can now return to driving 1 week after a heart attack, as long you do not have any other condition or complication that would disqualify you from driving.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Heart attack,"Most of these should pass within a few days, although some people continue to have a dry cough.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Heart attack,Most people can return to work after having a heart attack,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Heart attack,This usually only happens if you have remained in an irregular heart rhythm (atrial fibrillation) or sustained severe damage to your heart.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Heart attack,Reduce stress in your day-to-day activities.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Heart attack,"After being discharged from hospital, you can continue your recovery at home.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Heart attack,Your licence will be reissued if you can pass a basic health and fitness test and do not have any other condition that would disqualify you from driving.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Heart attack,nosebleeds that last longer than 10 minutes,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Heart attack,Many people die suddenly from a complication of a heart attack before reaching hospital or within the 1st month after a heart attack.,IMPROVE,MODERATELY,FROM 1 YEAR TO MORE YEAR,IMPROVE MODERATELY FROM 1 YEAR TO MORE YEAR
MAYO,Heart attack,Most hospitals offer programs that might start while you're in the hospital and continue for weeks to a couple of months after you return home.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Heart attack,"Some heart attacks strike suddenly, but many people have warning signs and symptoms hours, days or weeks in advance.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Heart attack,"If your job involves light duties, such as working in an office, you may be able to return to work in 2 weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Heart attack,"For many people, the emotional stresses can cause them to feel depressed and tearful for a few weeks after returning home from hospital.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Heart attack,Other people may take several months to recover,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Heart attack,"However, if your job involves heavy manual tasks or your heart was extensively damaged, it may be several months before you can return to work.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Heart attack,You'll likely remain in the hospital for several days after blood flow to your heart is restored and your condition is stable.,PERMANENT,,,PERMANENT
MAYO,Heart attack,"Heart failure can be temporary, or it can be a chronic condition resulting from extensive and permanent damage to your heart.",PERMANENT,,,PERMANENT
NHS,Heart attack,Fibrin is a tough protein that makes up blood clots by acting like a sort of fibre mesh that hardens around the blood,PERMANENT,,,PERMANENT
NHS,Heart attack,A coronary angioplasty may not be technically possible if the anatomy of your arteries is different from normal,PERMANENT,,,PERMANENT
NHS,Heart block,Heart block normally only needs to be treated if it's causing symptoms.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Heart block,"But more commonly, heart block develops later in life",PERMANENT,,,PERMANENT
MAYO,Heart disease,"In early stages of cardiomyopathy, you may have no symptoms.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Heart disease,A stroke is a medical emergency — brain tissue begins to die within just a few minutes of a stroke.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Heart disease,"However, you can help prevent many other types of heart disease by making the same lifestyle changes that can improve your heart disease, such as:",PERMANENT,,,PERMANENT
NHS,Heart failure,Symptoms can develop quickly (acute heart failure) or gradually over weeks or months (chronic heart failure).,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Heart failure,"Don't stop taking these medications on your own, though.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Heart failure,symptoms to look out for in case your condition worsens,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Heart failure,"Over time, the heart can no longer keep up with the normal demands placed on it to pump blood to the rest of your body.",PERMANENT,,,PERMANENT
NHS,Heart failure,Heart failure is a long-term condition that tends to get gradually worse over time.,PERMANENT,,,PERMANENT
