source,condition,url,fr0,fr1,fr2,fr3,fr4,fr5,fr6,fr7,fr2DET,fr3DET,fr4DET,fr6DET,fr7DET,Sentence,fr0ORI,fr1ORI,fr3ORI,fr4ORI,fr6ORI,fr7ORI,CEsnippet
MAYO,Meniere's disease,,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,FROM,20,MINUTES,SEVERAL,HOURS,"Episodes of vertigo occur without warning and usually last 20 minutes to several hours, but not more than 24 hours.",IMPROVE,FAST,0.014,DAY,0.96,DAY,"Episodes of vertigo occur without warning and usually last 20 minutes to several hours, but not more than 24 hours"
MAYO,Meniere's disease,,NONE,,,,,,,,,,,,,"Eventually, most people have some permanent hearing loss",NONE,,,,,,"Eventually, most people have some permanent hearing loss"
NHS,Ménière's disease,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,TAKE,1,DAY,2,DAY,It can take a day or 2 for the symptoms to disappear completely,IMPROVE,FAST,1,DAY,2,DAY,It can take a day or 2 for the symptoms to disappear completely
NHS,Ménière's disease,,NONE,,,,,,,,,,,,,"Attacks can happen in clusters, or several times a week, or they may be separated by weeks, months or years.",NONE,,,,,,"Attacks can happen in clusters, or several times a week, or they may be separated by weeks, months or years."
NHS,Ménière's disease,,NONE,,,,,,,,,,,,,Causes of Ménière's disease,,,,,,,Causes of Ménière's disease
NHS,Ménière's disease,,NONE,,,,,,,,,,,,,"Distress is common in people with Ménière's disease, as it's a difficult and unpredictable condition.",,,,,,,"Distress is common in people with Ménière's disease, as it's a difficult and unpredictable condition."
NHS,Meningitis,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,7,DAY,10,DAY,Most people feel better within 7 to 10 days,IMPROVE,FAST,7,DAY,10,DAY,Most people feel better within 7 to 10 days
MAYO,Meningitis,,NONE,,,,,,,,,,,,,No appetite or thirst,,,,,,,No appetite or thirst
NHS,Menopause,https://www.nhs.uk/conditions/menopause/,IMPROVE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,AROUND,4,YEAR,4,YEAR,"Menopausal symptoms can begin months or even years before your periods stop and last around 4 years after your last period, although some women experience them for much longer.",IMPROVE,SLOWLY,1461,DAY,1461,DAY,"last around 4 years after your last period, although some women experience them for much longer"
MAYO,Menorrhagia,,NONE,,,,,,,,,,,,,Bleeding for longer than a week,NONE,,,,,,Bleeding for longer than a week
MAYO,Menorrhagia,,NONE,,,,,,,,,,,,,Dilation and curettage (D&C).,NONE,,,,,,Dilation and curettage (D&C).
MAYO,Menstrual cramps,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,IN,2,DAY,3,DAY,"Pain that starts 1 to 3 days before your period, peaks 24 hours after the onset of your period and subsides in 2 to 3 days",IMPROVE,FAST,2,DAY,3,DAY,subsides in 2 to 3 days
MAYO,Menstrual cramps,,NONE,,,,,,,,,,,,,"For example, endometriosis can cause fertility problems",NONE,,,,,,"For example, endometriosis can cause fertility problems"
MAYO,Mental illness,,NONE,,,,,,,,,,,,,"Any symptoms you or people close to you have noticed,",NONE,,,,,,"Any symptoms you or people close to you have noticed,"
MAYO,Mental illness,,NONE,,,,,,,,,,,,,Get help when you need it.,NONE,,,,,,Get help when you need it.
MAYO,Meralgia paresthetica,,NONE,,,,,,,,,,,,,"""Depending on the day, [",NONE,,,,,,"""Depending on the day, ["
MAYO,Metabolic syndrome,,NONE,,,,,,,,,,,,,Getting at least 30 minutes of physical activity most days,NONE,,,,,,Getting at least 30 minutes of physical activity most days
NHS,Metabolic syndrome,,NONE,,,,,,,,,,,,,Symptoms of metabolic syndrome,NONE,,,,,,Symptoms of metabolic syndrome
MAYO,Metachromatic leukodystrophy,,PERMANENT,,,,,,,,,,,,,There is no cure for metachromatic leukodystrophy yet.,PERMANENT,,,,,,There is no cure for metachromatic leukodystrophy yet
MAYO,Microcephaly,,NONE,,,,,,,,,,,,,Other causes may include:,NONE,,,,,,Other causes may include:
MAYO,Microscopic colitis,,NONE,,,,,,,,,,,,,"Symptoms, testing and treatment are the same for all subtypes",NONE,,,,,,"Symptoms, testing and treatment are the same for all subtypes"
NHS,Migraine,,NONE,,,,,,,,,,,,,"Aspirin and ibuprofen are also not recommended for adults who have a history of stomach problems, such as stomach ulcers, liver problems or kidney problems.",NONE,,,,,,"Aspirin and ibuprofen are also not recommended for adults who have a history of stomach problems, such as stomach ulcers, liver problems or kidney problems."
MAYO,Migraine,,NONE,,,,,,,,,,,,,"Warm up slowly, however, because sudden, intense exercise can cause headaches",NONE,,,,,,"Warm up slowly, however, because sudden, intense exercise can cause headaches"
NHS,Migraine,https://www.nhs.uk/conditions/migraine/treatment/,PERMANENT,,,,,,,,,,,,,"There's currently no cure for migraines, although a number of treatments are available to help ease the symptoms.",PERMANENT,,,,,,There's currently no cure
MAYO,Mild cognitive impairment (MCI),,NONE,,,,,,,,,,,,,A diet low in fat and rich in fruits and vegetables,NONE,,,,,,A diet low in fat and rich in fruits and vegetables
MAYO,Miscarriage,,NONE,,,,,,,,,,,,,Expect your period to return within four to six weeks,NONE,,,,,,Expect your period to return within four to six weeks
MAYO,Mitral valve disease,,NONE,,,,,,,,,,,,,"Biological tissue valves break down over time, and often eventually need to be replaced.",,,,,,,"Biological tissue valves break down over time, and often eventually need to be replaced."
MAYO,Mitral valve disease,,NONE,,,,,,,,,,,,,Surgeons may often tighten or reinforce the ring around a valve (annulus) by implanting an artificial ring,NONE,,,,,,Surgeons may often tighten or reinforce the ring around a valve (annulus) by implanting an artificial ring
MAYO,Mitral valve stenosis,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,PROGRESSES SLOWY OVER TIME,,YEAR,,YEAR,Mitral valve stenosis usually progresses slowly over time.,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,Mitral valve stenosis usually progresses slowly over time
MAYO,Mixed connective tissue disease,,PERMANENT,,,,,,,,,,,,,There's no cure for mixed connective tissue disease.,PERMANENT,,,,,,There's no cure for mixed connective tissue disease
NHS,Molar pregnancy,,NONE,,,,,,,,,,,,,"Charing Cross Hospital Trophoblast Disease Service, London",,,,,,,"Charing Cross Hospital Trophoblast Disease Service, London"
MAYO,Molar pregnancy,,NONE,,,,,,,,,,,,,No embryo or fetus,,,,,,,No embryo or fetus
MAYO,Molar pregnancy,,NONE,,,,,,,,,,,,,"Once treatment for the molar pregnancy is complete, your doctor may continue to monitor your HCG levels for six months to one year to make sure there's no remaining molar tissue",NONE,,,,,,"Once treatment for the molar pregnancy is complete, your doctor may continue to monitor your HCG levels for six months to one year to make sure there's no remaining molar tissue"
MAYO,Molar pregnancy,,NONE,,,,,,,,,,,,,There's also no formation of fetal tissue,NONE,,,,,,There's also no formation of fetal tissue
NHS,Moles,,NONE,,,,,,,,,,,,,It's normal for:,,,,,,,It's normal for:
MAYO,Moles,,NONE,,,,,,,,,,,,,Most moles don't need treatment.,NONE,,,,,,don't need treatment.
NHS,Moles,,NONE,,,,,,,,,,,,,You should have an appointment within 2 weeks,NONE,,,,,,You should have an appointment within 2 weeks
MAYO,Molluscum contagiosum,,IMPROVE,SLOWLY,FROM,6,MONTH,TO,1,YEAR,WITHIN,6,MONTH,12,MONTH,Molluscum contagiosum usually gets better without treatment in six to 12 months.,IMPROVE,SLOWLY,182.63,DAY,365.25,DAY,usually gets better without treatment in six to 12 months
NHS,Molluscum contagiosum,,IMPROVE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,AROUND,6,MONTH,18,MONTH,Treatment for molluscum contagiosum (MC) is not routinely recommended because most cases clear up on their own in around 6 to 18 months.,IMPROVE,SLOWLY,182.63,DAY,547.88,DAY,Treatment for molluscum contagiosum (MC) is not routinely recommended because most cases clear up on their own in around 6 to 18 months.
MAYO,Molluscum contagiosum,,NONE,,,,,,,,,,,,,Can become red and inflamed,,,,,,,Can become red and inflamed
MAYO,Mononucleosis,,NONE,,,,,,,,,,,,,"A different antibody test requires a longer result time, but can detect the disease even within the first week of symptoms",NONE,,,,,,"A different antibody test requires a longer result time, but can detect the disease even within the first week of symptoms"
MAYO,Morphea,,NONE,,,,,,,,,,,,,Patches that gradually develop a lighter or whitish center,,,,,,,Patches that gradually develop a lighter or whitish center
MAYO,Mosquito bites,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,IN A,FEW,DAY,FEW,DAY,Most mosquito bites stop itching and heal on their own in a few days.,IMPROVE,FAST,3,DAY,3,DAY,Most mosquito bites stop itching and heal on their own in a few days
MAYO,Mosquito bites,,NONE,,,,,,,,,,,,,Symptoms you've been having and for how long,NONE,,,,,,Symptoms you've been having and for how long
NHS,Motion sickness,,NONE,,,,,,,,,,,,,patches – can be used by adults and children over 10,,,,,,,patches – can be used by adults and children over 10
NHS,Motor neurone disease,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WORSE OVER TIME,,YEAR,,YEAR,It causes weakness that gets worse over time,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,It causes weakness that gets worse over time
NHS,Motor neurone disease,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,GRADUALLY WORSE OVER TIME,,YEAR,,YEAR,Motor neurone disease gets gradually worse over time.,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,Motor neurone disease gets gradually worse over time.
NHS,Motor neurone disease,,NONE,,,,,,,,,,,,,How it progresses,NONE,,,,,,How it progresses
MAYO,Mouth cancer,,NONE,,,,,,,,,,,,,Take them up on their offers.,,,,,,,Take them up on their offers.
NHS,Mouth thrush,,NONE,,,,,,,,,,,,,go to regular check-ups if you have a long-term condition like diabetes,NONE,,,,,,go to regular check-ups if you have a long-term condition like diabetes
NHS,Mouth thrush,,NONE,,,,,,,,,,,,,taking antibiotics over a long time,NONE,,,,,,taking antibiotics over a long time
NHS,Mouth ulcers,https://www.nhs.uk/conditions/mouth-ulcers/,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,FROM,1,WEEK,2,WEEK,Mouth ulcers are common and should clear up on their own within a week or 2,IMPROVE,FAST,7,DAY,14,DAY,within a week or 2.
MAYO,Moyamoya disease,,NONE,,,,,,,,,,,,,Doctors will evaluate your condition and determine the most appropriate treatment for your condition,NONE,,,,,,Doctors will evaluate your condition and determine the most appropriate treatment for your condition
NHS,MRI scan,,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,AROUND,15,MINUTES,90,MINUTES,"The scan lasts 15 to 90 minutes, depending on the size of the area being scanned and how many images are taken.",IMPROVE,FAST,0.0104,DAY,0.0625,DAY,"The scan lasts 15 to 90 minutes, depending on the size of the area being scanned and how many images are taken."
NHS,Mucositis,,NONE,,,,,,,,,,,,,floss once a day,NONE,,,,,,floss once a day
NHS,Mucositis,,NONE,,,,,,,,,,,,,They usually begin around 1 to 2 weeks after starting cancer treatment,NONE,,,,,,They usually begin around 1 to 2 weeks after starting cancer treatment
NHS,Multiple myeloma,,PERMANENT,,,,,,,,,,,,,"However, myeloma usually can't be cured",PERMANENT,,,,,,usually can't be cured
NHS,Multiple sclerosis,https://www.nhs.uk/conditions/multiple-sclerosis/,PERMANENT,,,,,,,,LIFELONG,,,,,"It's a lifelong condition that can sometimes cause serious disability, although it can occasionally be mild.",PERMANENT,,,,,,It's a lifelong condition that can sometimes cause serious disability
MAYO,Multiple sclerosis,,PERMANENT,,,,,,,,,,,,,There is no cure for multiple sclerosis.,PERMANENT,,,,,,There is no cure for multiple sclerosis
NHS,Multiple sclerosis,,PERMANENT,,,,,,,,,,,,,"There's currently no cure for multiple sclerosis (MS), but it's possible to treat the symptoms with medicines and other treatments.",PERMANENT,,,,,,There's currently no cure for multiple sclerosis (MS)
MAYO,Multiple sclerosis,,PERMANENT,,,,,,,,,,,,,There's no cure for multiple sclerosis.,PERMANENT,,,,,,There's no cure for multiple sclerosis
MAYO,Multiple system atrophy (MSA),,NONE,,,,,,,,,,,,,"Symptoms typically develop in adulthood, usually in the 50s or 60s",NONE,,,,,,"Symptoms typically develop in adulthood, usually in the 50s or 60s"
MAYO,Multiple system atrophy (MSA),,PERMANENT,,,,,,,,,,,,,There's no cure for multiple system atrophy.,PERMANENT,,,,,,There's no cure for multiple system atrophy
NHS,Mumps,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,1,WEEK,2,WEEK,The infection usually passes within a week or two.,IMPROVE,FAST,7,DAY,14,DAY,usually passes within a week or two.
NHS,Mumps,,NONE,,,,,,,,,,,,,A person is most contagious a few days before the symptoms develop and for a few days afterwards.,NONE,,,,,,A person is most contagious a few days before the symptoms develop and for a few days afterwards.
MAYO,Mumps,,NONE,,,,,,,,,,,,,There's no specific treatment for mumps,NONE,,,,,,There's no specific treatment for mumps
NHS,Mumps,,PERMANENT,,,,,,,,,,,,,"There's currently no cure for mumps, but the infection should pass within 1 or 2 weeks.",PERMANENT,,,,,,the infection should pass within 1 or 2 weeks.
NHS,Munchausen's syndrome,,NONE,,,,,,,,,,,,,Munchausen's syndrome can usually be diagnosed if:,NONE,,,,,,Munchausen's syndrome can usually be diagnosed if:
MAYO,Muscle cramp,,NONE,,,,,,,,,,,,,Stretch and massage,NONE,,,,,,Stretch and massage
NHS,Muscular dystrophy,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,"worse, slowly over time",,YEAR,,YEAR,facioscapulohumeral MD – a type of MD that can develop in childhood or adulthood; it progresses slowly and isn't usually life-threatening,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,facioscapulohumeral MD – a type of MD that can develop in childhood or adulthood; it progresses slowly and isn't usually life-threatening
NHS,Muscular dystrophy,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WORSE OVER TIME,,YEAR,,YEAR,"MD is a progressive condition, which means it gets worse over time",DECLINE,SLOWLY,730.5,DAY,730.5,DAY,"MD is a progressive condition, which means it gets worse over time"
MAYO,Muscular dystrophy,,NONE,,,,,,,,,,,,,Onset usually begins in childhood or the teenage years.,,,,,,,Onset usually begins in childhood or the teenage years.
MAYO,Muscular dystrophy,,NONE,,,,,,,,,,,,,Onset usually occurs in the teenage years but can begin in childhood or as late as age 50.,,,,,,,Onset usually occurs in the teenage years but can begin in childhood or as late as age 50.
NHS,Muscular dystrophy,,PERMANENT,,,,,,,,,,,,,"There's currently no cure for muscular dystrophy (MD), but a variety of treatments can help to manage the condition.",PERMANENT,,,,,,There's currently no cure for muscular dystrophy (MD)
MAYO,Muscular dystrophy,,PERMANENT,,,,,,,,,,,,,There's no cure for muscular dystrophy.,PERMANENT,,,,,,There's no cure for muscular dystrophy
MAYO,Myelodysplastic syndromes,,NONE,,,,,,,,,,,,,Bleeding that won't stop.,NONE,,,,,,Bleeding that won't stop.
MAYO,Myelofibrosis,,NONE,,,,,,,,,,,,,"Based on these sources, find out as much as you can about myelofibrosis",NONE,,,,,,"Based on these sources, find out as much as you can about myelofibrosis"
MAYO,Myocarditis,,NONE,,,,,,,,,,,,,There's no specific prevention for myocarditis,NONE,,,,,,There's no specific prevention for myocarditis
NHS,Myopia,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,WITHIN,FEW,MONTH,FEW,MONTH,"dry eyes – this will usually last a few months, during which time you can lubricate your eyes with special eye drops",IMPROVE,MODERATELY,91.31,DAY,91.31,DAY,this will usually last a few months
NHS,Myopia,,IMPROVE,SLOWLY,FROM,6,MONTH,TO,1,YEAR,WITHIN,6,MONTH,12,MONTH,haze effect around bright lights – this will usually pass within 6 to 12 months,IMPROVE,SLOWLY,182.63,DAY,365.25,DAY,this will usually pass within 6 to 12 months
NHS,Myopia,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,FEW,HOUR,FEW,DAY,LASEK or LASIK are usually the preferred methods as they cause almost no pain and your vision will usually start to recover within a few hours or days,IMPROVE,FAST,0.08,DAY,3,DAY,LASEK or LASIK are usually the preferred methods as they cause almost no pain and your vision will usually start to recover within a few hours or days
NHS,Myopia,,NONE,,,,,,,,,,,,,Getting your eyes tested,NONE,,,,,,Getting your eyes tested
NHS,Myopia,,NONE,,,,,,,,,,,,,Laser eye surgery can generally be effective for people with a prescription of up to -10D.,NONE,,,,,,Laser eye surgery can generally be effective for people with a prescription of up to -10D.
